customer_id,order_id,order_date,order_value
C0344,O3457,2024-02-24,311.28
C0584,O3458,2023-09-12,132.16
C0395,O3459,2023-08-09,300.58
C0064,O3460,2024-09-28,57.7
C0717,O3461,2022-07-03,180.19
C0721,O3462,2024-11-12,114.9
C0072,O3463,2022-05-09,170.39
C0789,O3464,2022-10-18,348.94
C0274,O3465,2023-05-16,134.98
C0990,O3466,2022-07-05,669.99
C0320,O3467,2023-04-24,634.12
C0338,O3468,2023-05-07,480.34
C0366,O3469,2023-05-28,199.8
C0495,O3470,2024-12-26,697.37
C0607,O3471,2023-04-12,277.74
C0166,O3472,2022-10-12,23.5
C0544,O3473,2023-08-24,34.56
C0011,O3474,2022-07-08,212.41
C0301,O3475,2024-09-15,51.49
C0729,O3476,2024-06-08,489.51
C0801,O3477,2023-01-23,61.04
C0102,O3478,2022-08-29,118.48
C0425,O3479,2023-02-21,56.44
C0392,O3480,2022-06-25,125.28
C0779,O3481,2023-01-22,328.78
C0214,O3482,2024-05-02,208.02
C0691,O3483,2023-10-25,313.18
C0088,O3484,2023-03-28,128.83
C0553,O3485,2022-10-04,125.85
C0401,O3486,2022-08-01,111.63
C0588,O3487,2022-02-10,83.15
C0889,O3488,2022-10-21,66.83
C0046,O3489,2023-08-23,90.56
C0672,O3490,2023-06-25,46.33
C0463,O3491,2023-03-27,278.85
C0592,O3492,2024-12-20,424.93
C0310,O3493,2024-02-29,33.31
C0086,O3494,2022-11-30,195.22
C0092,O3495,2024-06-09,272.24
C0660,O3496,2022-02-13,221.24
C0673,O3497,2022-05-24,18.18
C0714,O3498,2022-11-29,276.84
C0936,O3499,2024-09-24,369.44
C0928,O3500,2022-02-24,209.41
C0242,O3501,2024-05-19,85.22
C0865,O3502,2024-03-07,93.59
C0002,O3503,2022-11-21,35.28
C0225,O3504,2022-03-21,307.77
C0801,O3505,2024-11-20,300.3
C0745,O3506,2024-09-11,186.18
C0973,O3507,2023-07-12,187.64
C0926,O3508,2024-05-14,51.14
C0929,O3509,2023-12-18,99.82
C0589,O3510,2023-04-17,25.91
C0116,O3511,2022-03-15,103.07
C0666,O3512,2023-08-12,208.88
C0918,O3513,2023-07-18,168.3
C0103,O3514,2023-04-12,124.49
C0194,O3515,2023-08-22,689.39
C0166,O3516,2024-09-18,184.43
C0871,O3517,2024-01-07,195.51
C0090,O3518,2024-09-20,68.73
C0686,O3519,2022-09-05,129.23
C0122,O3520,2022-03-08,80.73
C0143,O3521,2023-07-27,320.72
C0994,O3522,2023-12-04,179.5
C0106,O3523,2023-04-15,4.99
C0887,O3524,2023-05-08,178.82
C0428,O3525,2023-10-25,44.39
C0305,O3526,2022-10-13,94.12
C0872,O3527,2022-11-08,22.28
C0971,O3528,2022-11-05,125.42
C0317,O3529,2024-02-14,594.83
C0963,O3530,2024-08-22,117.14
C0635,O3531,2023-04-01,375.16
C0902,O3532,2022-05-12,231.78
C0009,O3533,2024-07-18,90.73
C0774,O3534,2024-08-22,129.55
C0073,O3535,2024-07-17,132.75
C0359,O3536,2022-05-01,43.1
C0223,O3537,2023-09-26,243.7
C0416,O3538,2024-06-15,199.91
C0553,O3539,2024-02-11,73.89
C0370,O3540,2024-11-28,272.74
C0716,O3541,2023-07-20,157.12
C0264,O3542,2023-05-27,74.19
C0840,O3543,2022-10-16,53.19
C0690,O3544,2022-07-19,55.44
C0860,O3545,2023-06-12,312.72
C0318,O3546,2024-07-05,643.52
C0084,O3547,2024-12-21,35.75
C0318,O3548,2024-03-09,139.53
C0111,O3549,2024-12-01,85.49
C0251,O3550,2022-01-12,103.89
C0383,O3551,2024-04-12,279.42
C0007,O3552,2024-04-20,27.29
C0459,O3553,2023-10-05,156.06
C0084,O3554,2022-04-16,150.96
C0208,O3555,2023-11-22,87.7
C0900,O3556,2023-06-12,269.25
C0390,O3557,2024-04-25,203.12
C0314,O3558,2024-06-11,45.19
C0022,O3559,2023-01-22,50.41
C0410,O3560,2023-04-26,373.75
C0895,O3561,2023-02-12,78.34
C0515,O3562,2024-06-16,410.5
C0127,O3563,2023-12-12,103.73
C0809,O3564,2023-10-01,14.24
C0700,O3565,2024-11-10,201.63
C0874,O3566,2024-03-25,162.99
C0014,O3567,2024-07-06,14.14
C0971,O3568,2022-07-22,397.57
C0978,O3569,2023-02-21,355.15
C0012,O3570,2023-02-20,153.89
C0087,O3571,2022-03-26,63.13
C0524,O3572,2022-06-16,34.74
C0909,O3573,2023-01-19,37.36
C0537,O3574,2023-04-13,72.56
C0301,O3575,2024-12-31,64.56
C0243,O3576,2024-03-20,97.97
C0122,O3577,2024-09-23,92.12
C0147,O3578,2023-04-18,80.52
C0567,O3579,2024-09-19,206.61
C0750,O3580,2022-10-02,145.75
C0356,O3581,2024-11-09,113.75
C0685,O3582,2023-05-05,127.38
C0904,O3583,2022-11-22,385.53
C0733,O3584,2023-06-13,303.33
C0631,O3585,2024-06-10,256.8
C0309,O3586,2022-03-30,114.56
C0695,O3587,2023-05-01,111.31
C0288,O3588,2023-12-09,289.09
C0307,O3589,2022-12-16,136.82
C0812,O3590,2023-01-22,432.16
C0594,O3591,2022-03-28,127.12
C0966,O3592,2022-11-03,139.5
C0914,O3593,2023-03-16,200.41
C0723,O3594,2024-01-10,203.0
C0662,O3595,2022-09-21,117.35
C0549,O3596,2024-09-03,212.76
C0352,O3597,2024-01-05,208.34
C0312,O3598,2023-02-25,258.87
C0873,O3599,2023-05-08,142.7
C0059,O3600,2023-09-25,89.87
C0643,O3601,2024-09-19,5.73
C0924,O3602,2023-02-15,559.36
C0714,O3603,2022-06-22,257.72
C0755,O3604,2022-01-04,227.24
C0035,O3605,2024-05-03,176.02
C0445,O3606,2024-09-12,208.78
C0093,O3607,2024-11-26,381.66
C0950,O3608,2023-08-06,180.27
C0959,O3609,2024-11-20,175.5
C0207,O3610,2023-01-16,305.54
C0353,O3611,2024-10-31,70.63
C0903,O3612,2022-12-10,45.78
C0332,O3613,2022-06-15,136.87
C0817,O3614,2023-12-01,78.67
C0862,O3615,2022-12-08,261.0
C0725,O3616,2024-11-08,213.45
C0159,O3617,2024-09-06,390.3
C0954,O3618,2023-06-29,211.41
C0957,O3619,2024-10-30,315.68
C0024,O3620,2022-07-11,361.12
C0404,O3621,2022-11-16,90.03
C0805,O3622,2023-08-03,102.25
C0516,O3623,2023-04-20,67.8
C0732,O3624,2023-09-29,122.34
C0364,O3625,2023-03-03,150.73
C0382,O3626,2024-12-18,308.69
C0532,O3627,2022-04-07,191.7
C0956,O3628,2023-05-11,61.79
C0152,O3629,2023-10-23,533.14
C0562,O3630,2022-01-09,801.18
C0689,O3631,2023-04-02,11.49
C0947,O3632,2022-09-30,227.19
C0608,O3633,2024-07-28,83.41
C0617,O3634,2024-10-28,99.74
C0420,O3635,2022-07-27,234.45
C0250,O3636,2024-11-22,495.65
C0117,O3637,2022-07-23,152.02
C0866,O3638,2023-06-02,230.74
C0512,O3639,2023-06-01,110.69
C0740,O3640,2023-03-19,145.69
C0578,O3641,2023-11-20,287.92
C0335,O3642,2024-04-29,225.37
C0418,O3643,2024-04-12,64.21
C0932,O3644,2022-12-05,117.84
C0774,O3645,2023-01-22,123.33
C0295,O3646,2024-11-14,226.22
C0938,O3647,2023-05-21,112.54
C0755,O3648,2023-11-11,259.3
C0371,O3649,2023-11-21,28.89
C0186,O3650,2024-06-03,373.89
C0246,O3651,2023-09-15,224.31
C0637,O3652,2024-06-11,256.08
C0268,O3653,2024-08-10,101.59
C0643,O3654,2024-02-23,280.81
C0237,O3655,2023-05-10,140.5
C0530,O3656,2024-11-27,150.69
C0552,O3657,2024-01-17,73.95
C0021,O3658,2023-03-13,67.51
C0911,O3659,2022-12-11,75.23
C0737,O3660,2023-07-04,144.7
C0867,O3661,2024-03-30,79.06
C0794,O3662,2023-06-25,154.28
C0520,O3663,2022-05-24,134.61
C0100,O3664,2023-08-11,391.15
C0752,O3665,2023-10-19,126.76
C0478,O3666,2022-12-11,122.36
C0599,O3667,2023-11-27,162.6
C0298,O3668,2022-09-25,137.5
C0940,O3669,2022-06-18,142.43
C0526,O3670,2022-02-02,230.52
C0334,O3671,2023-01-12,170.11
C0002,O3672,2023-01-28,106.7
C0375,O3673,2023-05-04,196.38
C0293,O3674,2023-12-23,229.28
C0837,O3675,2024-08-03,61.65
C0934,O3676,2024-11-18,92.44
C0553,O3677,2022-02-08,39.49
C0318,O3678,2024-11-06,67.37
C0502,O3679,2024-12-15,315.79
C0828,O3680,2022-08-14,523.3
C0381,O3681,2022-03-08,109.89
C0623,O3682,2024-04-14,74.91
C0014,O3683,2024-11-12,292.04
C0504,O3684,2024-09-25,183.41
C0231,O3685,2022-08-25,364.68
C0985,O3686,2024-08-14,101.43
C0084,O3687,2024-07-07,143.18
C0130,O3688,2023-04-18,62.47
C0743,O3689,2023-07-07,157.22
C0838,O3690,2023-11-26,112.31
C0145,O3691,2022-11-13,258.35
C0891,O3692,2023-08-21,174.02
C0857,O3693,2024-02-07,684.91
C0028,O3694,2024-06-04,61.79
C0066,O3695,2023-07-15,626.7
C0163,O3696,2022-09-15,245.19
C0229,O3697,2024-01-27,97.27
C0261,O3698,2022-05-03,86.29
C0449,O3699,2022-12-08,433.09
C0424,O3700,2024-12-18,317.62
C0460,O3701,2022-09-17,334.56
C0952,O3702,2022-04-05,183.71
C0676,O3703,2022-02-10,313.51
C0301,O3704,2022-09-11,214.62
C0919,O3705,2022-01-07,219.58
C0303,O3706,2023-12-29,46.08
C0287,O3707,2022-03-10,56.19
C0395,O3708,2023-06-26,70.35
C0010,O3709,2022-03-30,65.06
C0707,O3710,2022-08-01,15.45
C0630,O3711,2024-04-13,72.51
C0270,O3712,2022-09-23,188.41
C0592,O3713,2024-06-30,394.08
C0970,O3714,2022-10-20,124.72
C0605,O3715,2022-11-29,149.51
C0778,O3716,2024-10-01,182.17
C0844,O3717,2022-02-16,46.83
C0862,O3718,2023-09-14,31.01
C0361,O3719,2023-03-03,277.12
C0257,O3720,2022-07-29,197.26
C0133,O3721,2024-06-06,41.67
C0276,O3722,2022-06-03,458.35
C0776,O3723,2023-02-19,170.75
C0683,O3724,2024-02-08,87.61
C0972,O3725,2024-09-09,106.78
C0513,O3726,2023-08-02,152.72
C0313,O3727,2024-01-10,586.69
C0576,O3728,2022-06-12,243.2
C0886,O3729,2024-11-04,568.78
C0980,O3730,2022-07-14,310.01
C0284,O3731,2023-06-26,254.84
C0121,O3732,2022-12-25,13.96
C0107,O3733,2024-04-29,139.86
C0933,O3734,2023-03-03,41.03
C0687,O3735,2023-05-12,76.97
C0997,O3736,2024-04-07,193.98
C0204,O3737,2023-05-01,125.81
C0165,O3738,2022-11-26,279.24
C0305,O3739,2024-06-07,102.99
C0497,O3740,2024-09-17,93.19
C0632,O3741,2022-09-16,317.22
C0556,O3742,2022-10-19,179.94
C0824,O3743,2022-05-23,117.28
C0156,O3744,2024-01-17,301.67
C0367,O3745,2023-09-19,232.24
C0719,O3746,2022-03-31,612.12
C0902,O3747,2023-12-21,234.13
C0620,O3748,2023-04-26,376.66
C0251,O3749,2022-03-25,443.08
C0957,O3750,2023-11-04,73.26
C0916,O3751,2023-06-01,508.08
C0882,O3752,2023-04-30,152.14
C0334,O3753,2024-02-21,278.6
C0642,O3754,2022-04-14,411.56
C0969,O3755,2022-12-05,357.03
C0511,O3756,2023-11-18,131.13
C0293,O3757,2024-06-18,230.84
C0020,O3758,2023-08-30,88.98
C0282,O3759,2022-08-11,72.95
C0797,O3760,2024-10-29,195.88
C0001,O3761,2024-12-12,219.14
C0119,O3762,2023-05-18,91.43
C0035,O3763,2024-04-01,512.12
C0198,O3764,2023-09-16,220.93
C0485,O3765,2022-06-14,153.03
C0757,O3766,2024-11-16,56.35
C0059,O3767,2024-12-29,112.69
C0837,O3768,2022-01-19,126.37
C0161,O3769,2024-11-11,151.27
C0691,O3770,2024-09-15,183.34
C0206,O3771,2023-03-26,329.14
C0012,O3772,2023-07-06,119.16
C0490,O3773,2024-12-07,89.49
C0276,O3774,2023-11-26,39.51
C0693,O3775,2023-08-10,443.32
C0242,O3776,2023-12-22,248.7
C0216,O3777,2022-04-17,1.4
C0251,O3778,2024-02-15,197.76
C0811,O3779,2024-06-16,480.02
C0126,O3780,2022-12-02,151.99
C0994,O3781,2023-08-30,234.36
C0217,O3782,2024-04-17,65.9
C0306,O3783,2023-08-25,32.71
C0797,O3784,2023-02-07,227.62
C0185,O3785,2023-06-24,188.07
C0039,O3786,2024-12-31,399.03
C0223,O3787,2022-01-24,170.26
C0184,O3788,2023-09-16,186.42
C0495,O3789,2024-12-15,169.16
C0427,O3790,2024-09-12,428.43
C0178,O3791,2022-08-11,388.03
C0919,O3792,2022-06-28,162.09
C0428,O3793,2024-03-10,201.29
C0294,O3794,2023-03-10,96.05
C0852,O3795,2024-03-03,130.27
C0151,O3796,2024-06-02,64.25
C0384,O3797,2023-05-07,299.74
C0638,O3798,2024-03-20,139.97
C0813,O3799,2024-08-18,442.97
C0308,O3800,2023-02-24,137.46
C0336,O3801,2023-10-11,62.32
C0946,O3802,2023-04-21,137.26
C0746,O3803,2022-06-19,96.51
C0892,O3804,2022-06-23,485.61
C0375,O3805,2023-04-15,288.2
C0008,O3806,2022-12-11,426.23
C0341,O3807,2023-03-21,213.46
C0129,O3808,2024-11-07,634.56
C0776,O3809,2024-12-29,132.56
C0669,O3810,2023-09-20,72.69
C0352,O3811,2023-08-15,125.42
C0358,O3812,2023-06-11,332.2
C0517,O3813,2023-04-01,189.98
C0495,O3814,2024-03-21,151.17
C0086,O3815,2022-07-07,113.04
C0175,O3816,2024-10-17,70.09
C0802,O3817,2023-12-12,300.89
C0193,O3818,2023-06-13,84.78
C0311,O3819,2023-03-10,11.65
C0119,O3820,2022-10-15,192.85
C0218,O3821,2023-05-14,220.64
C0427,O3822,2022-10-30,339.2
C0970,O3823,2022-03-28,116.08
C0414,O3824,2024-04-09,260.4
C0114,O3825,2023-03-14,268.19
C0978,O3826,2023-06-25,653.34
C0145,O3827,2024-11-11,129.5
C0538,O3828,2024-04-12,160.5
C0648,O3829,2024-03-07,188.67
C0303,O3830,2023-07-14,435.28
C0744,O3831,2024-02-01,439.11
C0881,O3832,2023-04-12,225.53
C0588,O3833,2023-11-06,159.4
C0987,O3834,2023-11-16,86.74
C0840,O3835,2022-05-18,474.15
C0345,O3836,2023-08-01,306.73
C0814,O3837,2023-12-11,430.49
C0964,O3838,2022-08-16,223.77
C0801,O3839,2022-10-08,76.88
C0001,O3840,2023-11-15,263.65
C0147,O3841,2024-04-07,47.92
C0287,O3842,2023-03-07,39.6
C0976,O3843,2024-11-29,263.06
C0654,O3844,2022-10-29,89.63
C0053,O3845,2023-06-17,183.57
C0304,O3846,2024-02-08,279.49
C0069,O3847,2023-03-20,289.7
C0361,O3848,2024-11-22,101.74
C0602,O3849,2022-09-17,451.74
C0958,O3850,2024-01-09,89.27
C0220,O3851,2024-03-06,591.45
C0962,O3852,2022-03-11,436.02
C0704,O3853,2024-09-09,77.0
C0966,O3854,2023-04-26,51.63
C0575,O3855,2022-01-24,211.54
C0585,O3856,2024-08-22,265.08
C0161,O3857,2024-01-16,311.14
C0681,O3858,2024-04-24,26.02
C0089,O3859,2022-11-21,152.91
C0688,O3860,2024-03-08,119.94
C0781,O3861,2022-01-18,57.55
C0585,O3862,2022-02-13,51.95
C0757,O3863,2022-06-04,54.92
C0589,O3864,2024-05-16,389.43
C0159,O3865,2024-07-10,119.67
C0489,O3866,2024-01-13,121.91
C0971,O3867,2022-08-13,117.75
C0324,O3868,2022-08-05,153.24
C0610,O3869,2022-01-31,173.39
C0381,O3870,2024-12-18,116.22
C0102,O3871,2024-06-16,183.42
C0494,O3872,2024-07-23,250.45
C0644,O3873,2023-03-21,337.04
C0614,O3874,2023-06-14,119.37
C0019,O3875,2024-01-08,40.89
C0454,O3876,2024-05-23,396.17
C0482,O3877,2023-07-20,25.06
C0594,O3878,2022-03-17,154.5
C0397,O3879,2023-07-01,120.2
C0279,O3880,2022-09-24,124.75
C0851,O3881,2022-11-13,143.61
C0365,O3882,2022-01-25,225.14
C0331,O3883,2022-06-09,215.35
C0641,O3884,2023-08-19,267.13
C0344,O3885,2024-06-18,111.09
C0822,O3886,2023-05-17,270.55
C0455,O3887,2024-10-09,213.54
C0601,O3888,2023-12-04,161.25
C0725,O3889,2022-01-01,262.58
C0655,O3890,2024-01-11,435.94
C0065,O3891,2022-11-16,192.94
C0076,O3892,2023-01-17,61.35
C0711,O3893,2024-06-16,112.82
C0143,O3894,2023-12-18,128.52
C0917,O3895,2022-11-03,438.87
C0915,O3896,2023-01-26,111.22
C0828,O3897,2024-09-16,28.85
C0605,O3898,2022-10-25,190.83
C0473,O3899,2022-08-21,49.52
C0417,O3900,2022-09-28,42.57
C0305,O3901,2024-12-19,668.82
C0736,O3902,2023-11-08,42.85
C0497,O3903,2023-12-07,296.87
C0291,O3904,2022-08-22,485.55
C0940,O3905,2024-04-24,49.79
C0102,O3906,2023-05-06,350.33
C0986,O3907,2023-05-18,229.12
C0267,O3908,2024-06-08,208.75
C0867,O3909,2023-08-15,33.53
C0968,O3910,2024-01-16,195.46
C0622,O3911,2023-03-04,259.59
C0974,O3912,2023-11-28,267.76
C0842,O3913,2023-10-08,140.18
C0962,O3914,2024-01-02,246.42
C0942,O3915,2024-03-10,304.64
C0777,O3916,2022-12-30,24.31
C0003,O3917,2022-07-21,245.42
C0085,O3918,2024-05-31,92.16
C0794,O3919,2022-05-26,163.92
C0328,O3920,2024-04-15,284.6
C0816,O3921,2023-10-01,57.55
C0450,O3922,2022-05-15,168.74
C0454,O3923,2023-09-18,217.47
C0924,O3924,2022-03-05,93.07
C0629,O3925,2023-05-06,136.16
C0221,O3926,2022-02-10,91.53
C0154,O3927,2024-10-23,297.85
C0665,O3928,2024-07-01,96.62
C0012,O3929,2024-09-01,395.41
C0133,O3930,2023-01-03,239.13
C0994,O3931,2024-07-06,302.61
C0304,O3932,2024-10-24,129.83
C0293,O3933,2022-09-01,69.6
C0975,O3934,2024-06-20,112.44
C0300,O3935,2022-06-15,18.86
C0740,O3936,2024-11-15,197.37
C0783,O3937,2024-11-06,71.59
C0043,O3938,2023-12-29,56.06
C0944,O3939,2023-04-28,127.02
C0343,O3940,2023-06-27,182.81
C0326,O3941,2024-07-19,421.96
C0814,O3942,2023-02-04,158.95
C0498,O3943,2023-09-11,90.76
C0364,O3944,2024-05-28,264.24
C0891,O3945,2022-04-11,190.13
C0427,O3946,2024-05-29,159.31
C0021,O3947,2024-04-09,343.44
C0407,O3948,2024-01-29,244.41
C0619,O3949,2022-06-12,56.56
C0336,O3950,2023-05-17,234.99
C0815,O3951,2023-07-01,170.56
C0117,O3952,2023-01-16,131.02
C0124,O3953,2024-05-19,66.56
C0399,O3954,2024-06-23,91.48
C0793,O3955,2024-09-28,98.88
C0804,O3956,2023-09-01,17.84
C0715,O3957,2022-11-03,325.63
C0051,O3958,2022-02-24,189.05
C0783,O3959,2024-09-09,256.77
C0324,O3960,2022-11-29,434.9
C0789,O3961,2022-05-07,104.8
C0141,O3962,2023-12-06,81.31
C0470,O3963,2022-08-31,171.23
C0787,O3964,2023-08-23,150.0
C0802,O3965,2023-05-18,212.71
C0334,O3966,2023-08-27,282.96
C0893,O3967,2022-10-30,103.12
C0964,O3968,2022-08-23,34.23
C0373,O3969,2024-11-27,157.06
C0564,O3970,2022-05-19,302.11
C0494,O3971,2022-07-14,200.93
C0539,O3972,2023-10-09,124.92
C0669,O3973,2022-01-01,69.16
C0751,O3974,2023-07-15,328.28
C0156,O3975,2023-12-14,78.21
C0291,O3976,2023-02-17,160.08
C0648,O3977,2023-06-22,170.66
C0144,O3978,2023-03-05,257.74
C0106,O3979,2022-08-23,43.04
C0420,O3980,2022-12-15,332.58
C0670,O3981,2023-01-31,183.89
C0658,O3982,2023-02-20,209.45
C0002,O3983,2024-07-04,121.51
C0945,O3984,2024-12-10,86.53
C0589,O3985,2022-03-22,260.04
C0644,O3986,2022-02-05,278.44
C0090,O3987,2024-12-26,125.32
C0345,O3988,2023-10-03,116.35
C0350,O3989,2024-05-31,121.08
C0459,O3990,2024-01-27,41.46
C0263,O3991,2023-09-15,214.77
C0351,O3992,2023-04-13,131.82
C0108,O3993,2022-12-22,349.84
C0586,O3994,2023-12-10,209.79
C0039,O3995,2024-10-16,188.19
C0909,O3996,2024-06-20,289.42
C0159,O3997,2023-11-04,204.81
C0583,O3998,2023-03-15,54.68
C0959,O3999,2023-06-15,183.3
C0312,O4000,2022-05-07,11.17
C0241,O4001,2022-07-24,45.08
C0938,O4002,2022-01-29,189.09
C0445,O4003,2023-03-21,75.77
C0298,O4004,2024-08-23,415.68
C0952,O4005,2023-04-09,264.41
C0036,O4006,2022-05-31,126.24
C0084,O4007,2022-08-28,92.0
C0452,O4008,2022-09-23,106.03
C0886,O4009,2024-07-01,84.47
C0775,O4010,2023-05-12,384.3
C0822,O4011,2023-11-16,176.28
C0385,O4012,2022-06-07,164.09
C0172,O4013,2022-06-21,207.36
C0376,O4014,2023-05-09,559.38
C0685,O4015,2024-08-27,272.88
C0362,O4016,2023-11-07,229.92
C0559,O4017,2023-10-21,36.67
C0891,O4018,2024-06-21,349.88
C0141,O4019,2023-10-28,293.22
C0887,O4020,2023-01-02,120.19
C0918,O4021,2023-07-04,39.03
C0118,O4022,2023-10-05,35.04
C0277,O4023,2022-09-12,102.73
C0726,O4024,2022-07-27,94.35
C0220,O4025,2023-03-26,214.44
C0905,O4026,2022-04-05,214.27
C0026,O4027,2024-04-18,119.82
C0521,O4028,2023-04-23,101.31
C0783,O4029,2023-11-14,69.03
C0010,O4030,2024-02-01,86.74
C0984,O4031,2022-07-09,205.05
C0378,O4032,2023-12-12,294.27
C0633,O4033,2024-01-26,628.36
C0637,O4034,2024-04-15,383.84
C0682,O4035,2022-05-13,237.8
C0584,O4036,2022-02-24,697.37
C0152,O4037,2023-05-25,143.44
C0720,O4038,2023-11-01,186.08
C0049,O4039,2023-02-14,231.67
C0154,O4040,2024-09-13,42.94
C0859,O4041,2024-01-04,196.13
C0293,O4042,2022-09-16,189.17
C0580,O4043,2022-10-26,89.83
C0050,O4044,2023-07-15,303.37
C0664,O4045,2022-10-24,71.17
C0531,O4046,2022-12-28,277.42
C0612,O4047,2023-08-12,304.53
C0060,O4048,2022-05-07,56.11
C0167,O4049,2022-07-16,365.96
C0202,O4050,2022-08-09,38.24
C0857,O4051,2024-09-21,102.21
C0146,O4052,2022-04-01,209.39
C0915,O4053,2023-02-15,50.15
C0676,O4054,2022-01-08,18.84
C0970,O4055,2023-06-28,346.66
C0993,O4056,2023-04-13,150.15
C0439,O4057,2022-11-16,236.73
C0242,O4058,2022-09-26,112.09
C0581,O4059,2022-03-02,190.97
C0687,O4060,2024-03-07,314.23
C0561,O4061,2023-07-07,184.0
C0483,O4062,2024-07-14,346.05
C0108,O4063,2023-10-23,342.01
C0226,O4064,2023-12-17,351.35
C0673,O4065,2024-02-18,288.02
C0631,O4066,2022-07-13,181.77
C0661,O4067,2023-04-27,208.85
C0977,O4068,2024-05-04,16.37
C0662,O4069,2023-05-13,66.79
C0432,O4070,2022-07-31,340.7
C0805,O4071,2023-10-27,171.33
C0655,O4072,2023-11-01,89.95
C0419,O4073,2022-08-09,51.94
C0988,O4074,2022-09-30,335.4
C0455,O4075,2022-10-06,367.4
C0160,O4076,2024-03-26,236.82
C0523,O4077,2022-10-03,528.23
C0650,O4078,2024-10-01,390.96
C0969,O4079,2023-05-29,229.73
C0590,O4080,2024-07-11,58.46
C0077,O4081,2023-10-04,257.98
C0509,O4082,2023-05-20,200.64
C0441,O4083,2023-08-13,71.04
C0254,O4084,2024-02-11,34.02
C0921,O4085,2024-01-10,51.46
C0770,O4086,2023-11-06,610.26
C0320,O4087,2024-10-10,24.7
C0803,O4088,2022-05-08,376.95
C0263,O4089,2023-05-18,97.42
C0597,O4090,2024-06-20,65.35
C0658,O4091,2023-06-27,88.95
C0835,O4092,2023-05-07,396.36
C0554,O4093,2024-11-10,183.5
C0374,O4094,2023-12-15,378.73
C0637,O4095,2024-03-01,236.16
C0167,O4096,2023-02-20,200.21
C0937,O4097,2022-05-28,131.27
C0753,O4098,2024-08-27,109.83
C0459,O4099,2022-01-29,291.76
C0999,O4100,2022-11-04,40.75
C0280,O4101,2022-06-11,50.12
C0700,O4102,2024-05-18,171.87
C0302,O4103,2024-05-01,250.1
C0531,O4104,2022-03-02,76.84
C0580,O4105,2022-05-05,23.25
C0218,O4106,2024-12-30,414.07
C0102,O4107,2024-04-17,96.81
C0554,O4108,2023-04-11,81.42
C0288,O4109,2022-08-31,132.62
C0167,O4110,2023-04-18,224.23
C0621,O4111,2024-08-16,248.95
C0036,O4112,2023-06-17,502.86
C0744,O4113,2023-05-09,123.39
C0741,O4114,2024-06-17,135.16
C0353,O4115,2022-03-23,27.49
C0676,O4116,2024-05-05,252.46
C0899,O4117,2024-05-28,81.6
C0073,O4118,2024-07-11,128.26
C0648,O4119,2022-01-12,512.6
C0353,O4120,2023-03-25,93.65
C0891,O4121,2024-02-01,279.8
C0070,O4122,2022-01-26,87.33
C0425,O4123,2023-05-23,349.56
C0999,O4124,2022-03-03,314.53
C0708,O4125,2022-08-17,69.7
C0781,O4126,2023-08-30,78.46
C0561,O4127,2024-11-24,474.64
C0828,O4128,2024-06-09,127.95
C0642,O4129,2024-01-31,158.76
C0956,O4130,2023-08-18,140.81
C0517,O4131,2024-11-14,23.2
C0428,O4132,2024-11-21,387.65
C0539,O4133,2024-11-01,39.8
C0160,O4134,2022-01-01,159.56
C0149,O4135,2022-05-13,178.7
C0776,O4136,2022-03-27,190.01
C0230,O4137,2023-05-31,200.43
C0712,O4138,2022-06-24,251.3
C0562,O4139,2024-02-02,385.76
C0067,O4140,2024-11-10,30.42
C0812,O4141,2024-09-23,161.25
C0381,O4142,2023-08-01,150.93
C0058,O4143,2022-02-18,202.85
C0259,O4144,2023-06-12,31.8
C0342,O4145,2022-05-25,282.8
C0838,O4146,2024-02-01,68.21
C0130,O4147,2024-07-17,349.96
C0727,O4148,2024-03-04,177.69
C0172,O4149,2022-11-15,206.24
C0770,O4150,2023-11-29,118.87
C0614,O4151,2024-04-26,316.57
C0209,O4152,2024-02-22,509.97
C0803,O4153,2022-02-11,265.79
C0354,O4154,2023-06-13,108.67
C0471,O4155,2022-10-19,347.56
C0798,O4156,2024-08-26,232.01
C0116,O4157,2022-04-07,108.15
C0264,O4158,2022-03-15,350.59
C0662,O4159,2024-12-27,478.66
C0812,O4160,2024-01-28,370.46
C0442,O4161,2022-07-27,143.93
C0548,O4162,2023-02-14,514.11
C0453,O4163,2022-11-27,319.27
C0845,O4164,2022-12-10,229.42
C0477,O4165,2024-09-15,145.57
C0287,O4166,2024-02-10,507.3
C0303,O4167,2022-03-15,82.9
C0311,O4168,2022-09-11,258.33
C0208,O4169,2024-08-16,27.18
C0618,O4170,2024-03-30,216.61
C0446,O4171,2024-09-12,601.4
C0670,O4172,2022-11-28,251.0
C0633,O4173,2024-01-17,101.62
C0055,O4174,2024-04-15,133.8
C0912,O4175,2023-03-31,193.09
C0012,O4176,2022-11-09,163.9
C0657,O4177,2024-10-14,282.99
C0400,O4178,2022-08-16,138.62
C0908,O4179,2024-04-13,298.16
C0648,O4180,2024-05-07,241.88
C0980,O4181,2024-03-28,45.71
C0515,O4182,2024-10-14,138.1
C0656,O4183,2023-06-12,263.01
C0542,O4184,2024-08-07,37.24
C0237,O4185,2023-03-03,102.63
C0279,O4186,2022-02-11,109.56
C0348,O4187,2023-04-10,337.92
C0627,O4188,2022-10-05,155.49
C0104,O4189,2024-04-15,246.4
C0630,O4190,2022-01-19,1090.92
C0517,O4191,2022-03-07,129.81
